Sucursal,Nuevo_Sistema,Cajero,ID_Transaccion,Transaccion,Tiempo_Servicio_seg,Satisfaccion,Monto
Paseo Shopping Manta,Si,472,3,Deposito,44,Malo,2072.83
Paseo Shopping Manta,Si,472,3,Deposito,44,Regular,2434.88
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,2735.93
Paseo Shopping Manta,Si,472,3,Deposito,44,Regular,2614.29
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,1269.43
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,2503.2
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,1104.64
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,2479.9
Paseo Shopping Manta,Si,472,3,Deposito,44,Malo,2997.19
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,3060.77
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,2085.08
Paseo Shopping Manta,Si,472,3,Deposito,44,Malo,2136.11
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,2012.33
Paseo Shopping Manta,Si,472,3,Deposito,44,Regular,1622.61
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,2085.8
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,3148.42
Paseo Shopping Manta,Si,472,3,Deposito,44,Regular,1954.2
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,2513.63
Paseo Shopping Manta,Si,472,3,Deposito,44,Regular,2062.7
Paseo Shopping Manta,Si,472,3,Deposito,44,Regular,2310.45
Paseo Shopping Manta,Si,472,3,Deposito,44,Regular,2618.79
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,1300.15
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Malo,3075.13
Paseo Shopping Manta,Si,472,3,Deposito,44,Regular,974.71
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,1787.63
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,1452.02
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Malo,3631.86
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,1779.39
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,2433.59
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,2060.74
Paseo Shopping Manta,Si,472,3,Deposito,44,Regular,1704.27
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,2407.17
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,2976.38
Paseo Shopping Manta,Si,472,3,Deposito,44,Malo,2983.97
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,2540.4
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Malo,3493.52
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,1748.59
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Malo,2206.35
Paseo Shopping Manta,Si,472,3,Deposito,44,Malo,1289.58
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,472.94
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Malo,1489.77
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,1797.48
Paseo Shopping Manta,Si,472,3,Deposito,44,Regular,2248.27
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,684.17
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,661.82
Paseo Shopping Manta,Si,472,3,Deposito,44,Regular,1555.11
Paseo Shopping Manta,Si,472,3,Deposito,44,Regular,1680.01
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,1772.53
Paseo Shopping Manta,Si,472,3,Deposito,44,Regular,1786.85
Paseo Shopping Manta,Si,472,3,Deposito,44,Regular,3164.32
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Malo,889.77
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,2443.68
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,1118.4
Paseo Shopping Manta,Si,472,3,Deposito,44,Malo,1602.64
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,2032.92
Paseo Shopping Manta,Si,472,3,Deposito,44,Bueno,2155.39
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Malo,1238.69
Paseo Shopping Manta,Si,472,3,Deposito,44,Muy Bueno,2483.71
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,1184.31
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,2278.75
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,2106.69
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,1294.81
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,596.53
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,2101.12
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,2605.6
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,963.13
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,2268.87
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,1699.66
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,980.93
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,2221.27
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,2283.25
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,2471.89
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,704.46
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,1140.07
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Malo,2073.13
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,2352.12
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,2928.71
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,1788.78
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,1574.63
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,2355.19
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,2908.6
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,1408.01
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,1495.06
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,1524.54
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,576.71
Paseo Shopping Manta,Si,472,3,Deposito,45,Regular,997.58
Paseo Shopping Manta,Si,472,3,Deposito,45,Regular,2307.13
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,1557.59
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,1983.82
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,2653.11
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,2010.87
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,1378.34
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Malo,1250.12
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,591.58
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,2153.53
Paseo Shopping Manta,Si,472,3,Deposito,45,Regular,2401.88
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,2383.57
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,1820.99
Paseo Shopping Manta,Si,472,3,Deposito,45,Regular,2380.85
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,1267.34
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,1373.89
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,1458.57
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,1668.49
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,998.21
Paseo Shopping Manta,Si,472,3,Deposito,45,Regular,1197.94
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Malo,2300.31
Paseo Shopping Manta,Si,472,3,Deposito,45,Regular,2306.62
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,1562.57
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,3013.29
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,3285.25
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,1280.97
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,2001.78
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,2105.22
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,1918.68
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,2028.2
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,2044.22
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,2267.58
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,1985.41
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,2465
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,2087.53
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,1316.42
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,821.04
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,2407.21
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,1659.97
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,308.45
Paseo Shopping Manta,Si,472,3,Deposito,45,Malo,2286.03
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,2228.21
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,2064.63
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Malo,2814.59
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,2314.63
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,1172.71
Paseo Shopping Manta,Si,472,3,Deposito,45,Regular,1499.8
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,2964.32
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,2264
Paseo Shopping Manta,Si,472,3,Deposito,45,Muy Bueno,658.53
Paseo Shopping Manta,Si,472,3,Deposito,45,Regular,1585.38
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,2046.78
Paseo Shopping Manta,Si,472,3,Deposito,45,Bueno,653.52
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,4103.57
Paseo Shopping Manta,Si,472,3,Deposito,46,Regular,3195.07
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,3180.99
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,727.5
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,1297.69
Paseo Shopping Manta,Si,472,3,Deposito,46,Regular,2136.16
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,451.23
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,1117.38
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,1122.02
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,676.18
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Malo,3068.3
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Malo,2339.46
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,2007.88
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,830.1
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,1868.86
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,718.29
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,604.53
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,553.94
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,1996.34
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,2221.04
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,2290.9
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,1696.14
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,2025.06
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,1288.28
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Malo,1211.52
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,2166.08
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Malo,2321.35
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,1249.01
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,1362
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,2099.44
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,3686.82
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,1680.27
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,2231.23
Paseo Shopping Manta,Si,472,3,Deposito,46,Regular,2034.75
Paseo Shopping Manta,Si,472,3,Deposito,46,Malo,1765.89
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,2587.29
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,2346.14
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,2244.73
Paseo Shopping Manta,Si,472,3,Deposito,46,Malo,820.14
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,2090.03
Paseo Shopping Manta,Si,472,3,Deposito,46,Malo,1019.15
Paseo Shopping Manta,Si,472,3,Deposito,46,Malo,1867.4
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,2234.37
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,2891.89
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,2178.08
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,986.49
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,2517.53
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Malo,1027.26
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,896.01
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Malo,725.49
Paseo Shopping Manta,Si,472,3,Deposito,46,Malo,1868.35
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,2167.09
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,2213.62
Paseo Shopping Manta,Si,472,3,Deposito,46,Regular,1608.71
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,1456.88
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,989.13
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,1351.54
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,1566.52
Paseo Shopping Manta,Si,472,3,Deposito,46,Malo,2666.64
Paseo Shopping Manta,Si,472,3,Deposito,46,Regular,2907.71
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,2374.37
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Malo,1509.65
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,2269.05
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,2392.06
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Malo,2379.48
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Malo,1609.76
Paseo Shopping Manta,Si,472,3,Deposito,46,Malo,2691.7
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,1023.84
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,2437.57
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,1592.3
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,1868.29
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,1583.35
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Bueno,334.37
Paseo Shopping Manta,Si,472,3,Deposito,46,Malo,3202.63
Paseo Shopping Manta,Si,472,3,Deposito,46,Muy Malo,1728.74
Paseo Shopping Manta,Si,472,3,Deposito,46,Bueno,2564.89
Paseo Shopping Manta,Si,472,3,Deposito,46,Malo,1685.94
Paseo Shopping Manta,Si,472,3,Deposito,46,Regular,1554.71
Paseo Shopping Manta,Si,472,3,Deposito,46,Malo,1749.84
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,2017.83
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,1633.22
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,1520.14
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,1689.82
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,292.16
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,1784.77
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,2475.31
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Malo,2054.88
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,2373.03
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,2761.1
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,1313.82
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,1837.84
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,1213.46
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,1002.54
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,698.25
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,2737.24
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,3958.16
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,1686.42
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,1996.48
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,658.14
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,1540.99
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,1583.03
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,2032.24
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,4790.37
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,1534.76
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,2737.22
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,2428.85
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,3655.85
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,2925.88
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,1027.55
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Malo,1472.72
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,1006.43
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Malo,2019.99
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,538.35
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,1539.01
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,1090.47
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,1450.25
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,2373.55
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,2179.08
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,3372.6
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,1898.83
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,2106.43
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,1308.22
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,2341.12
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,3634.48
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,2047.48
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,1568.31
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,2251.47
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,632.05
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,974.6
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,470.02
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,2165.66
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Malo,2198.26
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,2592.59
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,2275.72
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,1945.13
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,1303.9
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Malo,2792.03
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,1344.65
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,461.34
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,2132.05
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,1756.79
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Malo,1876.13
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,2722.1
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,1070.19
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,3088.97
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,2045.83
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,2246.95
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,1105.17
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,2444.63
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,698.73
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,3492.88
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,2392.62
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,2425.83
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,1552.33
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,2169.79
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,1703.64
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,1052.27
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,582.55
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,1999.71
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,1348.18
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,1142.86
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,2614.6
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,944.37
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Malo,1304.83
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,1956.75
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,3062.36
Paseo Shopping Manta,Si,472,3,Deposito,47,Regular,873.8
Paseo Shopping Manta,Si,472,3,Deposito,47,Bueno,3325.1
Paseo Shopping Manta,Si,472,3,Deposito,47,Malo,2471.25
Paseo Shopping Manta,Si,472,3,Deposito,47,Muy Bueno,2715.91
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,2582.11
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Malo,2475.37
Paseo Shopping Manta,Si,472,3,Deposito,48,Regular,2291.11
Paseo Shopping Manta,Si,472,3,Deposito,48,Regular,1258.45
Paseo Shopping Manta,Si,472,3,Deposito,48,Bueno,2325.48
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,2424.72
Paseo Shopping Manta,Si,472,3,Deposito,48,Bueno,2926.68
Paseo Shopping Manta,Si,472,3,Deposito,48,Bueno,807.17
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,1292.91
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,521.98
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,1201.64
Paseo Shopping Manta,Si,472,3,Deposito,48,Bueno,2305
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,1190.46
Paseo Shopping Manta,Si,472,3,Deposito,48,Regular,1537.3
Paseo Shopping Manta,Si,472,3,Deposito,48,Regular,2068.34
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,1043.85
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,1711.42
Paseo Shopping Manta,Si,472,3,Deposito,48,Bueno,747.29
Paseo Shopping Manta,Si,472,3,Deposito,48,Bueno,2032.74
Paseo Shopping Manta,Si,472,3,Deposito,48,Regular,1764.26
Paseo Shopping Manta,Si,472,3,Deposito,48,Bueno,2452.38
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,1777.49
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,3300.45
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,2381
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,2481.04
Paseo Shopping Manta,Si,472,3,Deposito,48,Bueno,787.35
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,2777.57
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Malo,1204.09
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,2178.09
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,2149.36
Paseo Shopping Manta,Si,472,3,Deposito,48,Bueno,816.81
Paseo Shopping Manta,Si,472,3,Deposito,48,Regular,754.14
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,2280.82
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,986.04
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,2098.05
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,2633.22
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,2768.22
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Malo,1853.35
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,446.23
Paseo Shopping Manta,Si,472,3,Deposito,48,Regular,2645.42
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,3538.65
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,2328.08
Paseo Shopping Manta,Si,472,3,Deposito,48,Regular,3150.94
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,2123.12
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,1158.9
Paseo Shopping Manta,Si,472,3,Deposito,48,Regular,2077.22
Paseo Shopping Manta,Si,472,3,Deposito,48,Bueno,1272.79
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,2438.47
Paseo Shopping Manta,Si,472,3,Deposito,48,Regular,1827.83
Paseo Shopping Manta,Si,472,3,Deposito,48,Regular,3534.76
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,2385.8
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,2231.51
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,2405
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Malo,1992.84
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,2317.28
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,1094.03
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,1035.49
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,2272.07
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,2011.27
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,1225.94
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,1990.24
Paseo Shopping Manta,Si,472,3,Deposito,48,Regular,2439.28
Paseo Shopping Manta,Si,472,3,Deposito,48,Bueno,2078.78
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,509.65
Paseo Shopping Manta,Si,472,3,Deposito,48,Bueno,2068.33
Paseo Shopping Manta,Si,472,3,Deposito,48,Regular,2325.71
Paseo Shopping Manta,Si,472,3,Deposito,48,Bueno,1116.79
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,2055.21
Paseo Shopping Manta,Si,472,3,Deposito,48,Bueno,1547.24
Paseo Shopping Manta,Si,472,3,Deposito,48,Malo,1851.23
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,1469.89
Paseo Shopping Manta,Si,472,3,Deposito,48,Muy Bueno,1692.61
